,loss,accuracy,val_loss,val_accuracy
0,0.5858129339168152,0.8258605003356934,0.22399756301150797,0.940741777420044
1,0.05570856417888262,0.9816426634788513,0.12337014827554203,0.9665365219116211
2,0.027566014408641735,0.991258442401886,0.15540340693009944,0.9584495425224304
3,0.03796551409291544,0.9876161217689514,0.1524725637763359,0.9729503393173218
4,0.02494390185992263,0.9920597076416016,0.3627043960662935,0.9263803958892822
5,0.03266430480642696,0.9899471998214722,0.35171503547683264,0.9209425449371338
6,0.025519634774927722,0.9922054409980774,0.11449949965493637,0.9714165925979614
7,0.014313601550924555,0.9955927729606628,0.10279659736348484,0.9736475348472595
8,0.021205075548287093,0.9935895204544067,0.28747674218564395,0.9294478297233582
9,0.019546512010699346,0.9946093559265137,0.18080489447179787,0.955660879611969
10,0.01745402548600138,0.9952285289764404,0.0974223770503719,0.9782487154006958
11,0.01875367279851889,0.9949371814727783,0.2468186210189103,0.9468767642974854
12,0.00799332407163902,0.9977781772613525,0.22412082929758195,0.9608198404312134
13,0.021082922989991492,0.9939173460006714,0.24155863643383024,0.9553820490837097
14,0.009338987267641843,0.9974503517150879,0.068571716985239,0.9852203130722046
15,0.010919572400476158,0.9971954226493835,0.33477335093973704,0.9499441981315613
16,0.01455344383704148,0.9960662722587585,0.11814780637293698,0.9764361381530762
17,0.009002616884313783,0.997705340385437,0.06609615287708129,0.9854991436004639
18,0.016111137583019835,0.9953378438949585,0.2282290096245999,0.9732292294502258
19,0.008004278939623919,0.9978874325752258,0.13723179178183254,0.9694646000862122
20,0.007580343011166805,0.9979967474937439,0.29603458305660796,0.955939769744873
21,0.01242880008410718,0.997122585773468,0.2151620919230046,0.9762967228889465
22,0.013523964944378158,0.9966855049133301,0.24369925850589588,0.9764361381530762
23,0.005502625028708037,0.9986523389816284,0.2095619418348723,0.9643056392669678
24,0.009910699895475501,0.9972318410873413,0.21302566777229637,0.9740658402442932
25,0.01002182869069331,0.997559666633606,0.1597851812014843,0.9781093001365662
26,0.006579299780266939,0.9984702467918396,0.1883340490005472,0.9771332740783691
27,0.008159016177551316,0.9980331659317017,0.23896727258431932,0.9747629761695862
28,0.012234922355145263,0.9975232481956482,0.18757476222960429,0.9800613522529602
29,0.00884865819920902,0.998288094997406,0.11956784515342662,0.9836865663528442
30,0.008586046637027138,0.998288094997406,0.17149104348640623,0.9747629761695862
31,0.011785156919609152,0.9978145956993103,0.19334332721791922,0.9804796576499939
32,0.004040475851062905,0.9986523389816284,0.06566516078814635,0.9884272217750549
33,0.008040312513248781,0.9983245134353638,0.1366187955540263,0.9808979630470276
34,0.009344402969313608,0.9979967474937439,2.1552680877421198,0.8222253322601318
35,0.0039721205852612206,0.9992715120315552,0.1429640028537874,0.9836865663528442
36,0.005290027212748722,0.9989437460899353,0.07079962775420881,0.9845231175422668
37,0.013161373073550593,0.9976689219474792,0.14029202901123872,0.9754601120948792
38,0.005573048411598145,0.9986887574195862,0.15042440374893498,0.9827105402946472
39,0.0046806915072298595,0.9989801645278931,0.1402628968033975,0.9860568642616272
40,0.007117094032863366,0.9983245134353638,0.23121101416010795,0.9754601120948792
41,0.01450909046958154,0.9973775148391724,0.20067498873174003,0.9781093001365662
42,0.004102311637698653,0.9991622567176819,0.11614694515669294,0.9839653968811035
43,0.006419270313339255,0.9983973503112793,0.16496287741065144,0.9774121642112732
44,0.004560952767048025,0.9989073276519775,0.19181467487006704,0.9804796576499939
45,0.005064579521620324,0.9989437460899353,0.07364516323725395,0.9870328903198242
46,0.007951275559238642,0.9985430836677551,0.06674098900152328,0.9825711250305176
47,0.006137478033442202,0.9988709092140198,0.1656325858180369,0.9775515794754028
48,0.003130532764156915,0.9992350935935974,0.03945879457472355,0.9907975196838379
49,0.005680521932235854,0.9987615942955017,0.1124022752256577,0.9856386184692383
50,0.003181737653019408,0.9993808269500732,0.11484612769691191,0.9871723651885986
51,0.004070532685519471,0.9993444085121155,0.07862420326014241,0.9909369945526123
52,0.007352357682479723,0.9986159205436707,0.10125287649430668,0.9779698848724365
53,0.003977030633725693,0.9990530014038086,0.09254411572074168,0.987730085849762
