,loss,accuracy,val_loss,val_accuracy
0,1.283001953097472,0.6043343544006348,0.627278322988692,0.7781651020050049
1,0.14268637785451946,0.9553086757659912,0.5350284555389837,0.8657278418540955
2,0.029664548304107665,0.9933709502220154,0.6474147502497063,0.8273842930793762
3,0.03076022882723478,0.9916591048240662,0.4865247718262659,0.894729495048523
4,0.0024636819141044632,0.9996357560157776,0.49140200275074375,0.9166201949119568
5,0.0005454256421662882,1.0,0.5283631778073358,0.9157835841178894
6,0.00032496329923302,1.0,0.5327814451929928,0.9155047535896301
7,0.044055486767968714,0.9863777160644531,0.4647394280425676,0.8915225863456726
8,0.009170714996690588,0.9978145956993103,0.4735810734692995,0.9178750514984131
9,0.0003999677874698103,1.0,0.4915139133514687,0.9196876883506775
10,0.00018361111054958668,1.0,0.5109739353175107,0.9194087982177734
11,0.00010448090813097811,1.0,0.5307002194102328,0.9210819602012634
12,6.315662720859153e-05,1.0,0.5521362787207388,0.9213608503341675
13,3.991620159492867e-05,1.0,0.569731744145059,0.9221974611282349
14,2.5789799407446394e-05,1.0,0.6042168291886995,0.9224762916564941
15,0.04593883124291179,0.9873975515365601,0.39696700636944743,0.9149470329284668
16,0.0008111119462528714,0.9999635815620422,0.4540313818131286,0.9180145263671875
17,0.00019384314634509462,1.0,0.472551817033897,0.9241494536399841
18,9.565280009847537e-05,1.0,0.49350278330286057,0.9224762916564941
19,5.5961111579010905e-05,1.0,0.5186099447595632,0.9252648949623108
20,3.372593819364392e-05,1.0,0.540681123268638,0.9237311482429504
21,2.1449041857695143e-05,1.0,0.5669109371500638,0.9223368763923645
22,1.2389566422031524e-05,1.0,0.5977434204611759,0.9180145263671875
23,8.832708016005387e-06,1.0,0.6173369568277601,0.9153653383255005
24,0.021136777443918984,0.9951921105384827,0.47863620927578643,0.8626603484153748
25,0.009673930078215199,0.9976689219474792,0.49052281805708087,0.8975180983543396
26,0.000346453331777749,1.0,0.5067933252464599,0.910624623298645
27,7.594487665770702e-05,1.0,0.5223127099982997,0.9103457927703857
28,4.224706699814968e-05,1.0,0.5476406264667879,0.910624623298645
29,2.6310912593346578e-05,1.0,0.5589757235736337,0.9110429286956787
30,1.70003927262709e-05,1.0,0.583556300515337,0.9110429286956787
31,1.1053992863017922e-05,1.0,0.5876221010150836,0.9150864481925964
32,7.284571643492197e-06,1.0,0.6195970755343144,0.9134132862091064
33,4.79487937310554e-06,1.0,0.6352028325914285,0.9127160906791687
34,3.0590503649700844e-06,1.0,0.6548368006490682,0.9135527014732361
35,2.106064408424021e-06,1.0,0.657868720718716,0.9208031296730042
36,1.3129473895745846e-06,1.0,0.6845991467477622,0.9192693829536438
37,8.993899041299478e-07,1.0,0.7220541152363457,0.9209425449371338
38,5.147190933537541e-07,1.0,0.7575618343430894,0.9168990254402161
39,3.1897735375952295e-07,1.0,0.7709787737981224,0.9167596101760864
40,2.2243397591427546e-07,1.0,0.8093913075186513,0.9175962209701538
41,0.027615080918090507,0.9935166835784912,0.517152670631142,0.911600649356842
42,0.00017586098107986298,1.0,0.5621582693391196,0.9173173308372498
43,6.624042647577394e-05,1.0,0.5805262624947282,0.9188510775566101
44,3.417453372524962e-05,1.0,0.5970550504582145,0.9202454090118408
45,2.0156244369190307e-05,1.0,0.6002063559091918,0.9235917329788208
46,1.2711680640355688e-05,1.0,0.6238454342856107,0.9191299676895142
47,7.927142131888004e-06,1.0,0.6303744510037442,0.9230340123176575
48,5.109785773488603e-06,1.0,0.6459667592925449,0.9213608503341675
49,3.2891798307699158e-06,1.0,0.6620584643665105,0.9219185709953308
50,2.1030004377577318e-06,1.0,0.6725530534259647,0.9235917329788208
51,1.3792109376480268e-06,1.0,0.6896404446896355,0.9223368763923645
52,8.905727960457293e-07,1.0,0.7072635358994191,0.9203848242759705
53,5.851695104569766e-07,1.0,0.7174390835594802,0.9209425449371338
54,3.822867349498122e-07,1.0,0.7344459291118105,0.9192693829536438
55,2.4709225662592585e-07,1.0,0.7539074118278986,0.9223368763923645
56,1.5968466643252186e-07,1.0,0.7679717257749799,0.9205242395401001
57,1.0035178074379535e-07,1.0,0.7758866608419704,0.9240100383758545
58,6.703582384905634e-08,1.0,0.7911521373643882,0.9237311482429504
59,4.1353046002349995e-08,1.0,0.7908980196977644,0.9244283437728882
60,2.843131266017573e-08,1.0,0.80078005738593,0.9256832003593445
61,1.8062660725745292e-08,1.0,0.8179173204995319,0.9262409210205078
62,1.3416735236174056e-08,1.0,0.8220502794569925,0.9249860644340515
63,8.115173015594096e-09,1.0,0.82425993336214,0.9256832003593445
64,0.023254306089262017,0.9949007630348206,0.570113566290002,0.8964026570320129
65,0.0006040316801919115,0.9999635815620422,0.5109993012749467,0.907278299331665
66,7.318870246467846e-05,1.0,0.514070248053649,0.9125766754150391
67,3.27687399836505e-05,1.0,0.5370986140756444,0.9120189547538757
68,1.8992282005427562e-05,1.0,0.5615693894892773,0.910624623298645
69,1.1805484687212e-05,1.0,0.5821960372252964,0.910624623298645
70,7.628762892231447e-06,1.0,0.5947496357212353,0.9120189547538757
71,4.826538517234517e-06,1.0,0.615251068524472,0.9117401242256165
72,3.059880531340212e-06,1.0,0.6384814301463092,0.9107640981674194
73,2.023193429331449e-06,1.0,0.65083888756024,0.9111824035644531
74,1.2950905280625083e-06,1.0,0.6729634609069505,0.9102063775062561
75,8.350237305548201e-07,1.0,0.6864317880979257,0.9136921167373657
76,5.607887309082234e-07,1.0,0.6919847785750257,0.9109035134315491
77,3.6299058357069003e-07,1.0,0.6959162272189053,0.9125766754150391
78,2.5533230159712533e-07,1.0,0.7018838300649778,0.9152258634567261
79,1.4775280079744364e-07,1.0,0.7221925191220446,0.9135527014732361
80,9.180240706034073e-08,1.0,0.7343069590885488,0.9143893122673035
81,5.987590175083867e-08,1.0,0.7446781961394127,0.9168990254402161
82,3.8908504606025057e-08,1.0,0.7371754620983129,0.9155047535896301
83,2.7067924486235624e-08,1.0,0.7596297266549978,0.9153653383255005
84,1.6338891490112166e-08,1.0,0.7515112932804265,0.9189904928207397
85,1.093746337406442e-08,1.0,0.7705863559952377,0.9177356362342834
86,7.203356216681854e-09,1.0,0.7865756436426603,0.9182933568954468
87,4.711056313310826e-09,1.0,0.778598683607955,0.9216396808624268
88,3.1435990483173495e-09,1.0,0.7810413841694714,0.9213608503341675
89,0.02194392207520848,0.995265007019043,0.4505449639698242,0.9100669026374817
90,0.0009942241891420219,0.9997450113296509,0.45566457860269577,0.9254043698310852
